index,flywire_id,rate
17673,720575940613943215,11.0
18204,720575940614128691,18.7
19011,720575940614352278,0.06666666666666667
19122,720575940614386070,0.43333333333333335
19753,720575940614570415,0.03333333333333333
20074,720575940614660519,7.733333333333333
20376,720575940614730914,18.266666666666666
20501,720575940614763666,62.13333333333333
20947,720575940614909506,2.566666666666667
21319,720575940615041430,95.73333333333333
21349,720575940615052812,7.6
21686,720575940615153494,3.933333333333333
22128,720575940615296818,16.333333333333332
22873,720575940615564959,2.433333333333333
22919,720575940615582111,0.8
23054,720575940615623867,3.8
23207,720575940615671106,61.7
23357,720575940615715003,5.166666666666667
23667,720575940615811670,2.933333333333333
24364,720575940616018956,57.1
24660,720575940616103218,57.86666666666667
25870,720575940616466260,36.766666666666666
26492,720575940616644411,14.6
27216,720575940616857174,32.43333333333333
27235,720575940616860758,0.6333333333333333
27245,720575940616864086,25.233333333333334
27246,720575940616864217,33.4
27293,720575940616885538,97.76666666666667
27680,720575940617000768,98.9
28959,720575940617373268,0.03333333333333333
29348,720575940617471133,1.5666666666666667
29421,720575940617488477,6.666666666666667
29454,720575940617494877,5.933333333333334
29468,720575940617497437,0.16666666666666666
29700,720575940617552057,28.633333333333333
29845,720575940617588258,29.166666666666668
29863,720575940617593233,41.93333333333333
30021,720575940617629841,32.266666666666666
31392,720575940617937543,101.73333333333333
32464,720575940618165019,86.9
33562,720575940618472261,37.46666666666667
33932,720575940618574749,32.93333333333333
34429,720575940618696989,14.7
34543,720575940618726171,5.2
34800,720575940618800064,0.4666666666666667
34962,720575940618859480,0.5
34978,720575940618864725,3.7666666666666666
35413,720575940618995393,3.466666666666667
35583,720575940619048827,49.93333333333333
35807,720575940619114048,17.7
36026,720575940619173534,11.7
36033,720575940619176094,0.03333333333333333
37039,720575940619455879,2.066666666666667
37102,720575940619473624,22.766666666666666
37341,720575940619549598,0.03333333333333333
37505,720575940619588568,17.8
38695,720575940619853515,28.466666666666665
38796,720575940619877396,58.63333333333333
39236,720575940619973712,90.46666666666667
39472,720575940620025620,21.3
39503,720575940620031366,35.7
39661,720575940620062288,2.533333333333333
40181,720575940620170887,16.233333333333334
40663,720575940620254087,13.366666666666667
40749,720575940620271636,0.8
40773,720575940620274085,70.0
40812,720575940620282900,3.466666666666667
40846,720575940620292116,0.5
40870,720575940620297819,0.23333333333333334
41082,720575940620335269,42.6
41291,720575940620374693,10.833333333333334
41803,720575940620473547,6.166666666666667
41810,720575940620474278,2.2
43027,720575940620673985,33.266666666666666
43291,720575940620714150,7.433333333333334
43681,720575940620780272,19.666666666666668
43796,720575940620805046,5.466666666666667
44186,720575940620873793,3.466666666666667
44190,720575940620874757,69.93333333333334
44337,720575940620900446,98.16666666666667
45273,720575940621057702,3.5
46467,720575940621261296,25.133333333333333
47228,720575940621399899,34.333333333333336
47329,720575940621422518,10.433333333333334
47516,720575940621468404,3.466666666666667
47685,720575940621502051,98.26666666666667
47779,720575940621519130,1.9666666666666666
47871,720575940621538142,22.1
48060,720575940621573030,13.1
48081,720575940621577036,2.2333333333333334
48126,720575940621586854,57.7
48902,720575940621754367,102.56666666666666
49002,720575940621771041,4.166666666666667
50246,720575940622027222,7.1
51360,720575940622235425,42.1
52001,720575940622348156,15.966666666666667
53132,720575940622552675,0.5
53394,720575940622612749,19.3
53467,720575940622624214,4.166666666666667
53886,720575940622695448,114.26666666666667
54114,720575940622734106,0.03333333333333333
54498,720575940622810153,32.56666666666667
55785,720575940623072013,3.466666666666667
56395,720575940623192781,15.933333333333334
56476,720575940623209165,21.633333333333333
56483,720575940623210445,41.9
56488,720575940623211725,45.666666666666664
57206,720575940623352063,68.1
57753,720575940623453959,22.0
57884,720575940623478115,4.633333333333334
58439,720575940623578375,29.1
60755,720575940624023188,18.433333333333334
61060,720575940624084372,7.966666666666667
61477,720575940624163303,1.4333333333333333
62116,720575940624310857,2.1666666666666665
62235,720575940624333802,0.03333333333333333
62398,720575940624366845,0.7333333333333333
62909,720575940624484796,38.43333333333333
63437,720575940624600840,6.533333333333333
63540,720575940624623287,20.866666666666667
64474,720575940624816115,0.03333333333333333
64844,720575940624897516,27.8
64890,720575940624906483,19.5
65153,720575940624963786,97.4
65170,720575940624966840,20.633333333333333
65258,720575940624986919,0.03333333333333333
65552,720575940625045180,60.2
65561,720575940625047484,34.7
65834,720575940625102692,37.86666666666667
66104,720575940625164558,0.03333333333333333
66152,720575940625175054,48.56666666666667
66173,720575940625178768,17.233333333333334
67763,720575940625561406,0.03333333333333333
67856,720575940625580988,26.1
67978,720575940625612474,0.36666666666666664
68067,720575940625641402,5.733333333333333
68349,720575940625705930,47.13333333333333
68481,720575940625737776,26.966666666666665
68980,720575940625861660,29.333333333333332
68999,720575940625867056,39.166666666666664
69033,720575940625874992,47.333333333333336
69036,720575940625875504,42.0
69760,720575940626038714,5.866666666666666
70468,720575940626191306,77.86666666666666
70808,720575940626256765,14.166666666666666
70923,720575940626278974,6.466666666666667
70928,720575940626279742,23.266666666666666
70972,720575940626289021,2.533333333333333
71069,720575940626308697,13.9
71922,720575940626468178,0.03333333333333333
71980,720575940626478082,0.5
72081,720575940626495746,19.6
72797,720575940626626597,18.366666666666667
74085,720575940626860421,0.36666666666666664
74665,720575940626972056,6.4
74781,720575940626993694,14.5
74807,720575940626999464,2.6
75299,720575940627083294,7.133333333333334
75316,720575940627086594,14.266666666666667
75455,720575940627107271,10.133333333333333
77021,720575940627383685,101.13333333333334
77171,720575940627410451,24.0
77369,720575940627446661,3.7
78780,720575940627704392,0.03333333333333333
79040,720575940627739925,0.03333333333333333
79275,720575940627779983,15.166666666666666
79461,720575940627812168,6.6
79473,720575940627814728,1.1333333333333333
79499,720575940627819151,20.3
79565,720575940627828296,2.7
79674,720575940627847752,31.033333333333335
81095,720575940628114684,45.266666666666666
83522,720575940628598121,59.333333333333336
83658,720575940628630171,17.866666666666667
83742,720575940628648809,34.96666666666667
83861,720575940628676457,10.7
84171,720575940628755815,42.03333333333333
84511,720575940628826128,31.566666666666666
84634,720575940628853239,95.0
85199,720575940628972048,31.733333333333334
85326,720575940628995331,0.3333333333333333
85336,720575940628997123,16.2
85345,720575940628998659,8.366666666666667
85353,720575940629000783,11.866666666666667
86214,720575940629176663,101.26666666666667
86357,720575940629207963,13.266666666666667
86485,720575940629239934,3.8666666666666667
87229,720575940629421415,5.033333333333333
87671,720575940629508599,1.8333333333333333
87933,720575940629561347,18.166666666666668
88340,720575940629664768,2.933333333333333
88808,720575940629778554,76.1
88923,720575940629804158,0.5666666666666667
88949,720575940629810748,41.1
88957,720575940629812346,2.8333333333333335
89304,720575940629888530,101.7
89714,720575940629975516,0.03333333333333333
89978,720575940630034231,7.066666666666666
90032,720575940630044278,0.1
90267,720575940630094652,4.133333333333334
90982,720575940630233916,100.4
91283,720575940630291767,4.633333333333334
92350,720575940630488540,5.566666666666666
92777,720575940630579574,41.233333333333334
92786,720575940630580854,0.1
93164,720575940630664556,17.466666666666665
93178,720575940630667372,26.033333333333335
93220,720575940630674038,12.466666666666667
93271,720575940630683385,38.3
93344,720575940630695798,0.9
93745,720575940630771449,16.433333333333334
93808,720575940630781433,6.4
93880,720575940630797113,98.43333333333334
93932,720575940630806267,19.533333333333335
94000,720575940630820919,28.333333333333332
94102,720575940630839371,0.13333333333333333
94216,720575940630865724,45.5
94232,720575940630868793,84.2
94562,720575940630931999,4.1
94829,720575940630980559,7.966666666666667
94929,720575940630996055,42.6
95408,720575940631108303,3.4
95683,720575940631168057,8.0
96236,720575940631283267,18.066666666666666
96488,720575940631340815,8.233333333333333
96533,720575940631349335,43.86666666666667
96746,720575940631406411,27.566666666666666
97680,720575940631629160,0.8333333333333334
97804,720575940631662648,7.166666666666667
97952,720575940631703608,28.233333333333334
97995,720575940631714119,3.8333333333333335
98757,720575940631918649,58.53333333333333
98926,720575940631959097,48.06666666666667
98972,720575940631967506,0.13333333333333333
99079,720575940631989352,0.23333333333333334
99113,720575940631994728,3.2333333333333334
99123,720575940631997032,37.6
99137,720575940631999080,22.6
99364,720575940632047890,63.03333333333333
99658,720575940632118156,55.63333333333333
99707,720575940632134227,3.533333333333333
99781,720575940632159519,11.2
100113,720575940632252743,44.166666666666664
100323,720575940632304711,15.933333333333334
100552,720575940632365905,21.733333333333334
100853,720575940632425919,97.03333333333333
101534,720575940632602532,30.966666666666665
101737,720575940632648612,72.53333333333333
101772,720575940632659404,0.43333333333333335
102027,720575940632722771,38.333333333333336
102632,720575940632889389,99.46666666666667
102839,720575940632962786,5.1
103228,720575940633116256,3.466666666666667
103321,720575940633143833,99.1
103452,720575940633185567,56.2
103737,720575940633277209,64.53333333333333
103786,720575940633293025,8.466666666666667
103836,720575940633308371,1.8333333333333333
103849,720575940633316563,4.6
104001,720575940633373651,2.9
104575,720575940633612698,24.933333333333334
104740,720575940633674135,34.9
105952,720575940634210155,2.9
106218,720575940634301852,16.233333333333334
106495,720575940634428058,3.3333333333333335
106937,720575940634645600,48.833333333333336
107188,720575940634756203,3.433333333333333
107370,720575940634825623,6.4
107941,720575940635055039,27.8
108277,720575940635166571,0.26666666666666666
108333,720575940635179871,44.766666666666666
108450,720575940635211115,2.3
108563,720575940635239672,16.8
109025,720575940635451546,4.233333333333333
109376,720575940635578303,28.633333333333333
109462,720575940635611316,0.5333333333333333
109959,720575940635839077,1.2
110371,720575940636053678,50.46666666666667
110609,720575940636165624,17.8
110937,720575940636346487,0.6
111878,720575940636809646,14.133333333333333
111912,720575940636828334,1.5666666666666667
112076,720575940636895406,11.966666666666667
112570,720575940637144944,8.2
113040,720575940637360730,2.1
113421,720575940637568838,98.46666666666667
113605,720575940637656286,2.566666666666667
114497,720575940638088262,3.466666666666667
114540,720575940638103349,74.93333333333334
114756,720575940638181092,48.5
114820,720575940638202345,101.26666666666667
116836,720575940639170723,1.2
116888,720575940639198397,13.9
116889,720575940639198653,98.76666666666667
117066,720575940639285949,57.733333333333334
117163,720575940639332736,97.33333333333333
117375,720575940639425112,23.666666666666668
118219,720575940639785379,0.06666666666666667
118225,720575940639786915,17.8
118669,720575940639972816,10.0
119716,720575940640649691,100.03333333333333
119892,720575940640839120,4.533333333333333
120371,720575940641366517,41.46666666666667
120456,720575940641480949,18.233333333333334
120543,720575940641585627,2.6666666666666665
121134,720575940642335373,0.16666666666666666
121193,720575940642428045,45.63333333333333
121894,720575940643543496,0.03333333333333333
122180,720575940643867296,46.56666666666667
122751,720575940644438551,0.1
122941,720575940644653348,29.266666666666666
123055,720575940644758308,6.733333333333333
123241,720575940644968215,4.7
123314,720575940645045527,2.8
123317,720575940645047831,16.033333333333335
123633,720575940645352814,4.1
123773,720575940645521262,48.63333333333333
124806,720575940647029044,14.5
124808,720575940647030324,13.266666666666667
124813,720575940647033396,18.366666666666667
125103,720575940647518340,26.766666666666666
125458,720575940648864633,1.9
125640,720575940649829241,32.333333333333336
126175,720575940652580086,78.13333333333334
126654,720575940655011489,3.2
126655,720575940655013025,32.733333333333334
126657,720575940655014049,55.233333333333334
127193,720575940660219265,67.03333333333333
127194,720575940660219521,0.03333333333333333
127195,720575940660220289,0.3
127196,720575940660223873,38.03333333333333
127198,720575940660224641,0.1
127200,720575940660229505,28.633333333333333
